point_id;point_type_id;station_abbr;postal_code;point_name;point_type_de;point_type_fr;point_type_it;point_type_en;point_height_masl;point_coordinates_lv95_east;point_coordinates_lv95_north;point_coordinates_wgs84_lat;point_coordinates_wgs84_lon
328000;2;;3280;Murten;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;452.0;2575668.0;1197196.0;46.925414;7.119161
328002;2;;3280;Meyriez;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;445.0;2574781.0;1196950.0;46.923167;7.107531
328004;2;;3280;Greng;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;441.0;2573517.0;1195918.0;46.913836;7.090994
328200;2;;3282;Bargen BE;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;449.0;2586570.0;1209825.0;47.039322;7.261931
328300;2;;3283;Kallnach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;463.0;2584476.0;1207808.0;47.021133;7.234447
328302;2;;3283;Niederried b. Kallnach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;478.0;2585594.0;1206696.0;47.011156;7.249186
328400;2;;3284;Fräschels;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;466.0;2582470.0;1205128.0;46.996978;7.208164
328500;2;;3285;Galmiz;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;439.0;2578622.0;1199925.0;46.950061;7.157819
328600;2;;3286;Muntelier;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;433.0;2576386.0;1198549.0;46.937608;7.128519
329200;2;;3292;Busswil BE;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;438.0;2591305.0;1216603.0;47.100369;7.3241
329300;2;;3293;Dotzigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;435.0;2592523.0;1218708.0;47.119319;7.340111
329400;2;;3294;Büren an der Aare;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;435.0;2594760.0;1220951.0;47.139517;7.369561
329402;2;;3294;Meienried;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;430.0;2592403.0;1220914.0;47.139158;7.338492
329500;2;;3295;Rüti b. Büren;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;439.0;2597431.0;1222234.0;47.151072;7.404764
329600;2;;3296;Arch;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;456.0;2599198.0;1223911.0;47.166161;7.428061
329700;2;;3297;Leuzigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;453.0;2601339.0;1224852.0;47.174622;7.4563
329800;2;;3298;Oberwil b. Büren;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;495.0;2597600.0;1219781.0;47.129008;7.407006
330200;2;;3302;Moosseedorf;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;532.0;2603479.0;1207135.0;47.015253;7.484392
330300;2;;3303;Jegenstorf;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;525.0;2605276.0;1211130.0;47.051175;7.508072
330302;2;;3303;Münchringen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;519.0;2606282.0;1210498.0;47.045483;7.521303
330303;2;;3303;Zuzwil BE;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;566.0;2602518.0;1211202.0;47.051839;7.471775
330304;2;;3303;Ballmoos;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;565.0;2602658.0;1209978.0;47.040828;7.473611
330500;2;;3305;Iffwil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;566.0;2603047.0;1212563.0;47.064081;7.478747
330502;2;;3305;Scheunen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;574.0;2601459.0;1213107.0;47.068978;7.457844
330600;2;;3306;Etzelkofen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;524.0;2603034.0;1214981.0;47.085831;7.478592
330700;2;;3307;Brunnenthal;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;540.0;2602253.0;1215100.0;47.086903;7.468308
330800;2;;3308;Grafenried;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;521.0;2605428.0;1214141.0;47.078258;7.510108
330900;2;;3309;Kernenried;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;503.0;2608428.0;1213528.0;47.072714;7.5496
330902;2;;3309;Zauggenried;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;500.0;2607769.0;1213602.0;47.073386;7.540925
331200;2;;3312;Fraubrunnen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;495.0;2606580.0;1214969.0;47.085697;7.525289
331300;2;;3313;Büren zum Hof;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;506.0;2605802.0;1215992.0;47.094906;7.515058
331400;2;;3314;Schalunen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;501.0;2606678.0;1217740.0;47.110619;7.526622
331500;2;;3315;Bätterkinden;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;473.0;2607578.0;1220040.0;47.131297;7.538517
331501;2;;3315;Kräiligen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;466.0;2607258.0;1221473.0;47.144192;7.534322
331700;2;;3317;Limpach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;477.0;2604310.0;1217533.0;47.108778;7.495419
331701;2;;3317;Mülchi;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;481.0;2602990.0;1216666.0;47.100986;7.478025
332200;2;;3322;Urtenen-Schönbühl;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;526.0;2604734.0;1207731.0;47.020606;7.500903
332201;2;;3322;Mattstetten;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;516.0;2605701.0;1208702.0;47.029333;7.513636
332300;2;;3323;Bäriswil BE;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;549.0;2606704.0;1207658.0;47.019933;7.526814
332400;2;;3324;Hindelbank;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;520.0;2607747.0;1210300.0;47.043686;7.540578
332402;2;;3324;Mötschwil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;530.0;2609857.0;1210895.0;47.049008;7.568356
332500;2;;3325;Hettiswil b. Hindelbank;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;582.0;2609213.0;1209023.0;47.032181;7.559842
332600;2;;3326;Krauchthal;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;583.0;2609124.0;1206122.0;47.006086;7.558614
336000;2;;3360;Herzogenbuchsee;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;471.0;2620240.0;1226477.0;47.188931;7.705694
336200;2;;3362;Niederönz;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;459.0;2619198.0;1226147.0;47.185994;7.691931
336300;2;;3363;Oberönz;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;460.0;2619301.0;1225713.0;47.182089;7.693272
336500;2;;3365;Grasswil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;512.0;2617655.0;1221810.0;47.147028;7.671403
336502;2;;3365;Seeberg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;491.0;2617293.0;1222811.0;47.156042;7.666669
336600;2;;3366;Bettenhausen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;481.0;2620828.0;1224711.0;47.173028;7.713369
336602;2;;3366;Bollodingen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;475.0;2620593.0;1224161.0;47.168089;7.710244
336700;2;;3367;Thörigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;484.0;2621937.0;1224723.0;47.1731;7.728
336702;2;;3367;Ochlenberg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;588.0;2622916.0;1222529.0;47.153333;7.7408
336800;2;;3368;Bleienbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;488.0;2624139.0;1226093.0;47.185347;7.757117
337200;2;;3372;Wanzwil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;457.0;2619158.0;1227884.0;47.201619;7.691478
337300;2;;3373;Röthenbach Herzogenbuchsee;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;463.0;2618409.0;1228257.0;47.204994;7.681608
337302;2;;3373;Heimenhausen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;452.0;2619783.0;1228745.0;47.209344;7.699764
337400;2;;3374;Wangenried;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;470.0;2616575.0;1229754.0;47.218508;7.657456
337500;2;;3375;Inkwil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;465.0;2617732.0;1227684.0;47.199861;7.67265
337600;2;;3376;Graben;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;456.0;2621449.0;1229897.0;47.219656;7.721808
337602;2;;3376;Berken;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;434.0;2620423.0;1230422.0;47.224411;7.708286
337700;2;;3377;Walliswil b. Wangen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;458.0;2618493.0;1231079.0;47.230375;7.682831
338000;2;;3380;Wangen an der Aare;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;422.0;2616264.0;1231393.0;47.233258;7.653411
338002;2;;3380;Walliswil b. Niederbipp;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;432.0;2619251.0;1231720.0;47.236119;7.692869
340000;2;;3400;Burgdorf;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;554.0;2613886.0;1211904.0;47.058014;7.621408
341200;2;;3412;Heimiswil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;614.0;2616624.0;1211906.0;47.057969;7.657447
341300;2;;3413;Kaltacker;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;721.0;2617679.0;1213742.0;47.074456;7.671406
341400;2;;3414;Oberburg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;550.0;2614296.0;1209529.0;47.036642;7.626731
341501;2;;3415;Hasle b. Burgdorf;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;565.0;2616144.0;1207331.0;47.016828;7.650967
341502;2;;3415;Schafhausen im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;629.0;2616311.0;1204730.0;46.993428;7.653069
341503;2;;3415;Rüegsauschachen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;569.0;2616937.0;1207444.0;47.017825;7.6614
341600;2;;3416;Affoltern im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;803.0;2622204.0;1212722.0;47.065144;7.730931
341700;2;;3417;Rüegsau;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;589.0;2617825.0;1208232.0;47.024889;7.673111
341800;2;;3418;Rüegsbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;711.0;2619541.0;1210294.0;47.043389;7.695772
341900;2;;3419;Biembach im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;725.0;2613893.0;1205212.0;46.997819;7.621294
342100;2;;3421;Lyssach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;515.0;2610660.0;1212960.0;47.067572;7.578972
342102;2;;3421;Rüti b. Lyssach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;525.0;2610806.0;1211611.0;47.055436;7.580861
342200;2;;3422;Kirchberg BE;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;509.0;2611148.0;1214978.0;47.085717;7.585447
342201;2;;3422;Rüdtligen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;499.0;2609555.0;1215633.0;47.091633;7.564481
342202;2;;3422;Alchenflüh;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;510.0;2610755.0;1214638.0;47.082664;7.580261
342300;2;;3423;Ersigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;512.0;2612223.0;1215906.0;47.094044;7.599628
342400;2;;3424;Niederösch;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;484.0;2613346.0;1218518.0;47.117517;7.614494
342402;2;;3424;Oberösch;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;490.0;2612987.0;1217482.0;47.108206;7.609736
342500;2;;3425;Koppigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;480.0;2612628.0;1220105.0;47.131806;7.605081
342502;2;;3425;Willadingen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;467.0;2613291.0;1221522.0;47.144539;7.613858
342600;2;;3426;Aefligen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;495.0;2608958.0;1216052.0;47.095408;7.556628
342700;2;;3427;Utzenstorf;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;474.0;2608720.0;1220068.0;47.131536;7.553569
342800;2;;3428;Wiler b. Utzenstorf;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;463.0;2609018.0;1222399.0;47.1525;7.557544
342902;2;;3429;Höchstetten;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;473.0;2614684.0;1221395.0;47.143367;7.632219
342903;2;;3429;Hellsau;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;480.0;2615839.0;1221710.0;47.146175;7.647458
343200;2;;3432;Lützelflüh-Goldbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;584.0;2618660.0;1205912.0;47.003997;7.683997
343300;2;;3433;Schwanden im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;731.0;2619511.0;1203302.0;46.980497;7.695075
343400;2;;3434;Obergoldbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;861.0;2617224.0;1201010.0;46.959942;7.664931
343401;2;;3434;Landiswil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;881.0;2619058.0;1200367.0;46.954108;7.689
343500;2;;3435;Ramsei;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;598.0;2620543.0;1205202.0;46.997556;7.708725
343600;2;;3436;Zollbrück;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;629.0;2623527.0;1202515.0;46.973286;7.747817
343700;2;;3437;Rüderswil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;650.0;2621438.0;1203704.0;46.984053;7.720422
343800;2;;3438;Lauperswil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;739.0;2622506.0;1201346.0;46.962808;7.734342
343900;2;;3439;Ranflüh;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;635.0;2623117.0;1204130.0;46.987828;7.742511
345200;2;;3452;Grünenmatt;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;629.0;2621699.0;1206733.0;47.011292;7.723997
345300;2;;3453;Heimisbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;748.0;2625264.0;1206743.0;47.011256;7.770881
345400;2;;3454;Sumiswald;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;715.0;2623650.0;1209164.0;47.033092;7.749781
345500;2;;3455;Grünen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;665.0;2622982.0;1208225.0;47.024667;7.740944
345600;2;;3456;Trachselwald;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;700.0;2622928.0;1207259.0;47.015981;7.740186
345700;2;;3457;Wasen im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;794.0;2627650.0;1210217.0;47.042408;7.802469
346200;2;;3462;Weier im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;748.0;2623936.0;1212244.0;47.060786;7.753706
346300;2;;3463;Häusernmoos im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;706.0;2623616.0;1214457.0;47.080703;7.749608
346400;2;;3464;Schmidigen-Mühleweg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;774.0;2623043.0;1215824.0;47.093019;7.742133
346500;2;;3465;Dürrenroth;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;717.0;2626564.0;1215076.0;47.086158;7.788464
347200;2;;3472;Wynigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;573.0;2617651.0;1217022.0;47.103961;7.671164
347202;2;;3472;Rumendingen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;517.0;2615445.0;1216997.0;47.103789;7.642103
347300;2;;3473;Alchenstorf;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;508.0;2615123.0;1219192.0;47.123542;7.637933
347400;2;;3474;Rüedisbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;617.0;2619873.0;1218753.0;47.119467;7.700511
347500;2;;3475;Riedtwil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;496.0;2619452.0;1221204.0;47.141525;7.695069
347501;2;;3475;Hermiswil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;498.0;2619625.0;1222481.0;47.153008;7.697406
347600;2;;3476;Oschwand;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;647.0;2621268.0;1220795.0;47.137792;7.718989
350300;2;;3503;Gysenstein;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;737.0;2611761.0;1193403.0;46.891636;7.592961
350400;2;;3504;Niederhünigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;703.0;2615185.0;1191691.0;46.876167;7.637831
350402;2;;3504;Oberhünigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;816.0;2616666.0;1192031.0;46.879189;7.657269
350600;2;;3506;Grosshöchstetten;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;736.0;2615149.0;1194953.0;46.905508;7.637467
350700;2;;3507;Biglen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;727.0;2614371.0;1197362.0;46.927197;7.627331
350800;2;;3508;Arni BE;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;878.0;2616562.0;1198307.0;46.935644;7.656133
351000;2;;3510;Konolfingen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;659.0;2613961.0;1192119.0;46.880042;7.621789
351008;2;;3510;Freimettigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;668.0;2614313.0;1190968.0;46.869683;7.626369
351009;2;;3510;Häutligen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;756.0;2612629.0;1189552.0;46.856978;7.604242
351200;2;;3512;Walkringen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;689.0;2613301.0;1199351.0;46.945111;7.613342
351300;2;;3513;Bigenthal;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;659.0;2614600.0;1202211.0;46.970808;7.630494
353100;2;;3531;Oberthal;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;887.0;2618283.0;1196300.0;46.917547;7.678656
353200;2;;3532;Zäziwil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;679.0;2617029.0;1194244.0;46.899086;7.662117
353202;2;;3532;Mirchel;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;665.0;2616001.0;1193560.0;46.892958;7.6486
353300;2;;3533;Bowil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;717.0;2619668.0;1194044.0;46.897214;7.696739
353400;2;;3534;Signau;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;685.0;2621866.0;1196285.0;46.917306;7.725692
353500;2;;3535;Schüpbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;666.0;2622899.0;1197494.0;46.928144;7.739311
353600;2;;3536;Aeschau;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;817.0;2625311.0;1195056.0;46.906128;7.770847
353700;2;;3537;Eggiwil;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;761.0;2627405.0;1190911.0;46.868758;7.798081
353800;2;;3538;Röthenbach im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;912.0;2622909.0;1189881.0;46.859664;7.739061
354300;2;;3543;Emmenmatt;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;705.0;2622798.0;1199628.0;46.947344;7.738094
355000;2;;3550;Langnau im Emmental;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;679.0;2626467.0;1198945.0;46.941064;7.786244
355100;2;;3551;Oberfrittenbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;786.0;2626746.0;1201954.0;46.968119;7.790086
355200;2;;3552;Bärau;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;701.0;2628368.0;1197956.0;46.932089;7.81115
355300;2;;3553;Gohl;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;866.0;2628526.0;1201328.0;46.962414;7.813436
355500;2;;3555;Trubschachen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;728.0;2630871.0;1196771.0;46.921319;7.843939
355600;2;;3556;Trub;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;826.0;2633265.0;1199613.0;46.946767;7.875575
355700;2;;3557;Fankhaus (Trub);Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;914.0;2636257.0;1202302.0;46.970797;7.915089
360000;2;;3600;Thun;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;560.0;2614183.0;1178171.0;46.754572;7.624267
360300;2;;3603;Thun;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;558.0;2612314.0;1179398.0;46.765644;7.599839
360400;2;;3604;Thun;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;562.0;2613790.0;1176546.0;46.739961;7.619075
360800;2;;3608;Thun;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;574.0;2612001.0;1176808.0;46.742353;7.595672
361200;2;;3612;Steffisburg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;582.0;2614773.0;1180469.0;46.775231;7.632064
361300;2;;3613;Steffisburg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;562.0;2613788.0;1179652.0;46.767903;7.619142
361400;2;;3614;Unterlangenegg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;846.0;2619309.0;1182982.0;46.797719;7.691561
361500;2;;3615;Heimenschwand;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;951.0;2619266.0;1185607.0;46.821333;7.691108
361600;2;;3616;Schwarzenegg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;935.0;2621585.0;1182900.0;46.796911;7.721369
361700;2;;3617;Fahrni b. Thun;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;875.0;2616481.0;1182723.0;46.795464;7.654508
361800;2;;3618;Süderen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;908.0;2624137.0;1185408.0;46.819383;7.754928
361900;2;;3619;Eriz;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;992.0;2625119.0;1181887.0;46.787675;7.767603
362200;2;;3622;Homberg b. Thun;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;927.0;2618511.0;1180611.0;46.776414;7.681011
362300;2;;3623;Teuffenthal b. Thun;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;1047.0;2621401.0;1179944.0;46.770328;7.718819
362302;2;;3623;Horrenbach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;920.0;2623563.0;1180810.0;46.778044;7.747169
362303;2;;3623;Buchen BE;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;968.0;2620473.0;1181027.0;46.780097;7.706719
362400;2;;3624;Goldiwil (Thun);Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;915.0;2617193.0;1179009.0;46.762039;7.663694
362402;2;;3624;Schwendibach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;835.0;2616990.0;1180063.0;46.771525;7.661075
362500;2;;3625;Heiligenschwendi;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;1112.0;2619190.0;1177669.0;46.749931;7.689778
362600;2;;3626;Hünibach;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;581.0;2615865.0;1177284.0;46.746556;7.64625
362700;2;;3627;Heimberg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;549.0;2612695.0;1181775.0;46.787019;7.604892
362800;2;;3628;Uttigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;543.0;2610548.0;1182625.0;46.794703;7.576794
362900;2;;3629;Kiesen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;543.0;2610957.0;1185376.0;46.819444;7.582217
362902;2;;3629;Oppligen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;559.0;2612010.0;1185319.0;46.818914;7.596014
362903;2;;3629;Jaberg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;559.0;2609909.0;1185338.0;46.819119;7.568483
363100;2;;3631;Höfen b. Thun;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;680.0;2609642.0;1174525.0;46.721856;7.564758
363202;2;;3632;Niederstocken;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;647.0;2610710.0;1173149.0;46.709461;7.578694
363203;2;;3632;Oberstocken;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;688.0;2608946.0;1174037.0;46.717475;7.555644
363300;2;;3633;Amsoldingen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;638.0;2611138.0;1175189.0;46.727806;7.584342
363400;2;;3634;Thierachern;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;564.0;2610875.0;1178515.0;46.757728;7.580981
363500;2;;3635;Uebeschi;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;707.0;2608598.0;1176498.0;46.739617;7.551139
363600;2;;3636;Längenbühl;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;652.0;2607242.0;1178305.0;46.755889;7.533425
363602;2;;3636;Forst b. Längenbühl;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;659.0;2606620.0;1178931.0;46.761525;7.525292
363800;2;;3638;Blumenstein;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;660.0;2606272.0;1176607.0;46.740622;7.520706
363801;2;;3638;Pohlern;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;707.0;2607318.0;1174956.0;46.725761;7.534367
364500;2;;3645;Gwatt (Thun);Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;558.0;2614227.0;1174972.0;46.725794;7.624744
364502;2;;3645;Zwieselberg;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;646.0;2613825.0;1173064.0;46.708639;7.619428
364600;2;;3646;Einigen;Zentrum Postleitzahl;Centre code postal;Centro codice postale;Postal code center;577.0;2615467.0;1173369.0;46.711347;7.640911
